process,process_description,text,label
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If we cannot provide you with insurance,
we will:
a. give you our reasons for that decision;
b. tell you about your right to ask us for
the information we relied on when
assessing your application — if you ask
us for that information, then we will
give it to you as set out in part 12 of
the Code;
c. refer you to either the Insurance Council
of Australia or the National Insurance
Brokers Association of Australia for
information about your options for
alternative insurance, or approaching
another insurer or another broker; and d. give you information about our
Complaints process if you tell us you
are unhappy with our decision.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If you have a concern about a person or
organisation selling our product who is not
one of our Distributors, you can contact
us and we will let you know how you can
have the matter addressed. You can also
contact the Code Governance Committee.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","It is unlawful for an employer or a person acting or purporting to act on behalf of an employer to discriminate against a person on the ground of the other person’s disability:

                     (a)  in the arrangements made for the purpose of determining who should be offered employment; or

                     (b)  in determining who should be offered employment; or

                     (c)  in the terms or conditions on which employment is offered.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","The employee due diligence program must include appropriate risk‑based systems and controls for the reporting entity to determine whether to, and in what manner to, re‑screen an employee where the employee is transferred or promoted and may be in a position to facilitate the commission of a money laundering or financing of terrorism offence in connection with the provision of a designated service by the reporting entity.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","Subsection (1) does not apply if the disclosure is to a person for the purposes of or in connection with:

                     (a)  court or tribunal proceedings; or

                     (b)  proposed or possible court or tribunal proceedings; or

                     (c)  obtaining legal advice.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","The employee due diligence program must establish and maintain a system for the reporting entity to manage any employee who fails, without reasonable excuse, to comply with any system, control or procedure established in accordance with Part A or Part B.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","We will not sell you a Consumer Credit
Insurance product during the deferred
sales period.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","An AML/CTF program must require that the verification of information collected about a customer be based on:

(1)      reliable and independent documentation;

(2)      reliable and independent electronic data; or

(3)      a combination of (1) and (2) above.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If you are pregnant at the time of
purchasing your policy, your pregnancy is
considered to be a pre-existing medical
condition. Please ensure you read the
section titled Travel During Pregnancy
on page 17 for important information
about the cover this product provides for
pregnancy and when you need to apply for
cover of a pre-existing medical condition.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","An Australian Privacy Principle entity must take such steps as are reasonable in the circumstances to make its Australian Privacy Principle privacy policy available:
a) free of charge; and
b) in such form as is Australian Privacy Principleropriate.
Note: An Australian Privacy Principle entity will usually make its Australian Privacy Principle privacy policy available on the entity’s website.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","a] If you apply for cover of your pre-
existing medical conditions (and
company_xyagrees to
provide you with cover), a medical
excess may apply to claims arising from
those approved pre-existing medical conditions. Where a medical excess
applies to a claim, it will replace the
base excess, not be additional to it.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","Unless the contrary intention appears, in determining the application of a provision of this Act, it is immaterial whether any act or thing is or was done wholly or partly by means of one or more electronic communications.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If:

                     (a)  a reporting entity gives a report to the AUSTRAC CEO under section 41, 43 or 45; and

                     (b)  in connection with that report, the reporting entity (the recipient) or another person (also the recipient) is required by a notice under subsection 49(1) to give information or produce a document;

the recipient must not disclose to a person (except an AUSTRAC entrusted person, the person who gave the notice or any other person who has given a notice to the recipient under subsection 49(1) in connection with that report):

                     (c)  that the recipient is or has been required by a notice under subsection 49(1) to give information or produce a document; or

                     (d)  that the information has been given or the document has been produced; or

                     (e)  any information from which it could reasonably be inferred that:

                              (i)  the recipient had been required under subsection 49(1) to give information or produce a document; or

                             (ii)  the information had been given under subsection 49(1); or

                            (iii)  the document had been produced under subsection 49(1).",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","The Code Governance Committee is
responsible for:
a. providing stewardship of the Code by
helping the general insurance industry
understand and comply with the Code;
b. identifying areas for improvement of
insurance practices; c. liaising with the Insurance Council of
Australia on relevant matters;
d. providing quarterly reports to the Board
of the Insurance Council of Australia;
e. publishing an annual public report
containing aggregate industry data
and consolidated analysis on Code
compliance.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","For the purposes of paragraph (2)(b), the head (however described) of a Commonwealth, State or Territory agency referred to in subsection (3) may, in writing, authorise an official of the Commonwealth, State or Territory agency.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.",Subsection (1) does not apply to the disclosure of information by a reporting entity if the disclosure is to a person appointed or engaged by the reporting entity to audit or review the reporting entity’s anti‑money laundering and counter‑terrorism financing program.,0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","A reporting entity to whom information has been disclosed under subsection (7) must not disclose the information unless:

                     (a)  the disclosure is made to another reporting entity that belongs to the corporate group; and

                     (b)  the disclosure is made for the purpose of informing the other reporting entity about the risks involved in dealing with the relevant person.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","The Insurance Council of Australia will
consult with the Code Governance
Committee, the Australian Financial
Complaints Authority, consumer and industry representatives, relevant
regulators and other stakeholders to
develop the Code on an ongoing basis.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","We keep an up-to-date register of our
Investigators’ licences, including their
expiry dates. We do this to make sure the
licences of any Investigators we engage
are valid and current.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If your travel plans include taking your
children or grandchildren (including step-
children, adopted children, foster children
and children you care for under a legal
guardian arrangement) away with you, we
can include cover for them as dependants
under Plans that include Single or Family
cover types (Comprehensive, Basic or
Domestic Plan), but only if they will be
accompanying you for 100% of your
journey, and at the time your Certificate of
Insurance is issued, they are: • not in full-time employment; and
• aged under 25 years.
Note, an additional premium may be
payable.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","Subsection (1) does not apply if the disclosure is:

                     (a)  to an official of a Commonwealth, State or Territory agency for the purposes of, or in connection with, the performance or exercise of the official’s functions, duties or powers in relation to the agency; or

                     (b)  to a Minister of the Commonwealth or of a State or Territory for the purposes of, or in connection with, the performance of that Minister’s responsibilities.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","The AUSTRAC CEO may extend the operation of the exemption for further period(s) upon written application made by a requesting officer of the eligible agency.

",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy."," The reporting entity must, as soon as practicable, take reasonable measures to:

(1)               obtain and verify additional KYC information; or

(2)               update and verify existing KYC information;

so that the reporting entity is reasonably satisfied that the customer, beneficial owner or person purporting to act on behalf of the customer is the person that the customer, beneficial owner or person purporting to act on behalf of the customer claims to be.

Note:       A reporting entity is not required to take any measures that would contravene the tipping off offence in section 123 of the Act.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","No cover will apply:
– for any form of racing,
acrobatics, jumping, stunting,
aerial or freestyle activities, or
competing in a professional
capacity;
– if you participate in snow sport
activities which involve you
going off-piste or back-country;
or
– under Benefits 1.4 Permanent
Disability or 6.1 Personal
Liability for any claims arising
from, or in any way connected
with you participating in snow
sport activities.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.", A person is not excused from giving a report under section 47 on the ground that the report might tend to incriminate the person or expose the person to a penalty.,0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If you:
• choose not to disclose any pre-existing
medical condition; or
• disclose your pre-existing medical
condition to company_xy Global Assistance
but do not accept the offer from them
to include cover under your policy for
your condition,
you won’t be covered for any claim that
arises from that condition.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.",It is unlawful for a person to commit an act of victimisation against another person.,0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","Our Multi-Trip Plan is only available to
travellers who are aged under 75 years at
the time the Certificate of Insurance is issued.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","When purchasing this plan, you will
need to specify the duration of your
longest journey within the 12 month
policy period to ensure all of your
journeys are covered. The duration you
choose must cover the total number
of consecutive days in your longest
journey. You will be able to choose
from up to 15 days, up to 30 days or
up to 45 days. The number of days
you nominate will be shown on your
Certificate of Insurance.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","We will have a publicly available policy
on our approach to the development
and distribution of our products for
appropriate target markets. This policy
will be published on our website.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","If you have been prevented from travelling
or, where you have already commenced
your journey, you have had your journey
shortened, because:
• of a border closure arising from
COVID-19; or • you are required to complete a mandatory quarantine period because
of where you are travelling or intend to
travel to or from, you may cancel your policy after the cooling-
off period. We will give you a partial refund
or full refund of the premium you paid,
subject to the conditions outlined below.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","Your policy is governed by and construed
in accordance with the law of Queensland,
Australia and you agree to submit to
the exclusive jurisdiction of the courts of
Queensland. You agree that it is your
intention that this Jurisdiction and Choice of
Law clause applies.",0
Travel Insurance Claim,"The process for a travel insurance claim involves several important steps to ensure a fair and accurate resolution for both the insured traveler and the insurance provider. First, when a traveler contacts the insurance provider to report a claim, the provider will typically ask for detailed information about the event, including the necessary documentation to support the claim. Next, the insurance provider will review the policy coverage to determine if the claim falls under the policy's covered events. If the event is covered, the insurance company will then assess the claim and the supporting documentation to determine the amount of coverage, if any, that the traveler is entitled to receive. Depending on the complexity of the claim and the amount of coverage requested, this process can take varying amounts of time. Once the claim has been assessed, the insurance provider will either issue payment for the covered expenses or deny the claim if it is not covered under the policy.","The border closure or quarantine must be: • due to COVID-19; and
• enforced by a government or other
competent authority in the jurisdiction
where you are travelling or intend to
travel to or from; and
• in effect at the time you cancel your
policy or at the time when you are due
to commence your journey.",0
